train_acc,val_acc
72.45542776518876,79.93980230529809
82.04882637137116,82.25194103362178
84.44140407884048,83.63033142935322
85.77707469323187,84.07155316892978
86.80747359870024,84.60170332113418
87.52404976698448,84.76929917570202
88.15853606396169,84.94715600095769
88.61259566462867,85.00872182508465
89.20689212877849,84.93347470670726
89.66009662661935,84.93005438314465
